,tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,dog_name,dog_type,favorites,retweets,jpg_url,best_guess_dog_breed
10,667509364010450944,2015-11-20 01:06:48,Twitter Web Client,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,https://twitter.com/dog_rates/status/667509364010450944/photo/1,12.0,10.0,None,None,6363.0,1967.0,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,beagle
11,667517642048163840,2015-11-20 01:39:42,Twitter Web Client,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,https://twitter.com/dog_rates/status/667517642048163840/photo/1,8.0,10.0,Dook,None,344.0,177.0,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,italian_greyhound
12,667524857454854144,2015-11-20 02:08:22,Twitter Web Client,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,https://twitter.com/dog_rates/status/667524857454854144/photo/1,12.0,10.0,None,None,1589.0,1037.0,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,hare
13,667393430834667520,2015-11-19 17:26:08,Twitter for iPhone,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,https://twitter.com/dog_rates/status/667393430834667520/photo/1,8.0,10.0,Fwed,None,179.0,51.0,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,papillon
14,667530908589760512,2015-11-20 02:32:25,Twitter Web Client,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",https://twitter.com/dog_rates/status/667530908589760512/photo/1,10.0,10.0,Naphaniel,None,436.0,219.0,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,golden_retriever
15,667538891197542400,2015-11-20 03:04:08,Twitter Web Client,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",https://twitter.com/dog_rates/status/667538891197542400/photo/1,9.0,10.0,a,None,191.0,60.0,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,yorkshire_terrier
16,667544320556335104,2015-11-20 03:25:43,Twitter Web Client,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",https://twitter.com/dog_rates/status/667544320556335104/photo/1,10.0,10.0,Kial,None,806.0,490.0,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,pomeranian
17,667546741521195010,2015-11-20 03:35:20,Twitter Web Client,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,https://twitter.com/dog_rates/status/667546741521195010/photo/1,9.0,10.0,George,None,317.0,115.0,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,toy_poodle
18,667549055577362432,2015-11-20 03:44:31,Twitter Web Client,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,https://twitter.com/dog_rates/status/667549055577362432/photo/1,1.0,10.0,None,None,5382.0,2081.0,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,unknown
19,667724302356258817,2015-11-20 15:20:54,Twitter Web Client,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,https://twitter.com/dog_rates/status/667724302356258817/photo/1,7.0,10.0,None,None,448.0,292.0,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,unknown
20,667728196545200128,2015-11-20 15:36:22,Twitter Web Client,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,https://twitter.com/dog_rates/status/667728196545200128/photo/1,11.0,10.0,Olive,None,356.0,143.0,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,kuvasz
21,667766675769573376,2015-11-20 18:09:16,Twitter Web Client,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,https://twitter.com/dog_rates/status/667766675769573376/photo/1,9.0,10.0,Calvin,None,409.0,201.0,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,unknown
22,667773195014021121,2015-11-20 18:35:10,Twitter Web Client,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,https://twitter.com/dog_rates/status/667773195014021121/photo/1,8.0,10.0,a,None,218.0,48.0,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,west_highland_white_terrier
23,667782464991965184,2015-11-20 19:12:01,Twitter for iPhone,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,https://twitter.com/dog_rates/status/667782464991965184/photo/1,9.0,10.0,None,None,387.0,227.0,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,unknown
24,667793409583771648,2015-11-20 19:55:30,Twitter for iPhone,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,https://twitter.com/dog_rates/status/667793409583771648/photo/1,8.0,10.0,None,None,654.0,308.0,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,dalmatian
25,667801013445750784,2015-11-20 20:25:43,Twitter for iPhone,OMIGOD 12/10 https://t.co/SVMF4Frf1w,https://twitter.com/dog_rates/status/667801013445750784/photo/1,12.0,10.0,None,None,306.0,87.0,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,flat-coated_retriever
26,667806454573760512,2015-11-20 20:47:20,Twitter for iPhone,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,https://twitter.com/dog_rates/status/667806454573760512/photo/1,10.0,10.0,Filup,None,988.0,452.0,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,toyshop
27,667832474953625600,2015-11-20 22:30:44,Twitter for iPhone,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",https://twitter.com/dog_rates/status/667832474953625600/photo/1,12.0,10.0,None,None,274.0,57.0,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,miniature_pinscher
28,667534815156183040,2015-11-20 02:47:56,Twitter Web Client,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",https://twitter.com/dog_rates/status/667534815156183040/photo/1,8.0,10.0,Frank,None,763.0,485.0,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,pembroke
29,667369227918143488,2015-11-19 15:49:57,Twitter for iPhone,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,https://twitter.com/dog_rates/status/667369227918143488/photo/1,10.0,10.0,None,None,340.0,151.0,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,unknown
30,667211855547486208,2015-11-19 05:24:37,Twitter for iPhone,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://twitter.com/dog_rates/status/667211855547486208/photo/1,9.0,10.0,Genevieve,None,450.0,221.0,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,golden_retriever
31,667200525029539841,2015-11-19 04:39:35,Twitter for iPhone,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,https://twitter.com/dog_rates/status/667200525029539841/photo/1,11.0,10.0,Joshwa,None,571.0,240.0,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,siberian_husky
32,666739327293083650,2015-11-17 22:06:57,Twitter for iPhone,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,https://twitter.com/dog_rates/status/666739327293083650/photo/1,10.0,10.0,Lugan,None,220.0,60.0,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,miniature_poodle
33,666776908487630848,2015-11-18 00:36:17,Twitter for iPhone,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,https://twitter.com/dog_rates/status/666776908487630848/photo/1,5.0,10.0,Josep,None,323.0,156.0,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,seat_belt
34,666781792255496192,2015-11-18 00:55:42,Twitter for iPhone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10.0,10.0,a,None,358.0,175.0,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,italian_greyhound
35,666786068205871104,2015-11-18 01:12:41,Twitter for iPhone,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2.0,10.0,None,None,699.0,441.0,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,unknown
36,666804364988780544,2015-11-18 02:25:23,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8.0,10.0,Jockson,None,216.0,84.0,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,english_setter
37,666817836334096384,2015-11-18 03:18:55,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9.0,10.0,Jeph,None,472.0,230.0,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer
38,666826780179869698,2015-11-18 03:54:28,Twitter for iPhone,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12.0,10.0,None,None,238.0,83.0,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,maltese_dog
39,666835007768551424,2015-11-18 04:27:09,Twitter for iPhone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10.0,10.0,None,None,195.0,72.0,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,airedale
40,666837028449972224,2015-11-18 04:35:11,Twitter for iPhone,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3.0,10.0,None,None,752.0,506.0,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,unknown
41,666983947667116034,2015-11-18 14:18:59,Twitter for iPhone,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,https://twitter.com/dog_rates/status/666983947667116034/photo/1,11.0,10.0,a,None,2369.0,898.0,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,unknown
42,666996132027977728,2015-11-18 15:07:24,Twitter for iPhone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10.0,10.0,Carll,None,226.0,81.0,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,hay
43,667012601033924608,2015-11-18 16:12:51,Twitter for iPhone,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,https://twitter.com/dog_rates/status/667012601033924608/photo/1,9.0,10.0,Klevin,None,420.0,202.0,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,unknown
44,667044094246576128,2015-11-18 18:17:59,Twitter for iPhone,12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12.0,10.0,None,None,174.0,44.0,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden_retriever
45,667062181243039745,2015-11-18 19:29:52,Twitter for iPhone,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,https://twitter.com/dog_rates/status/667062181243039745/photo/1,10.0,10.0,Keet,None,204.0,47.0,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,chesapeake_bay_retriever
46,667065535570550784,2015-11-18 19:43:11,Twitter for iPhone,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,https://twitter.com/dog_rates/status/667065535570550784/photo/1,8.0,10.0,None,None,157.0,41.0,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,unknown
47,667073648344346624,2015-11-18 20:15:26,Twitter for iPhone,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,https://twitter.com/dog_rates/status/667073648344346624/photo/1,10.0,10.0,Dave,None,375.0,109.0,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,chihuahua
48,667090893657276420,2015-11-18 21:23:57,Twitter for iPhone,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,https://twitter.com/dog_rates/status/667090893657276420/photo/1,7.0,10.0,Clybe,None,312.0,115.0,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,chihuahua
49,667119796878725120,2015-11-18 23:18:48,Twitter for iPhone,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,https://twitter.com/dog_rates/status/667119796878725120/photo/1,10.0,10.0,Gabe,None,310.0,121.0,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,pembroke
50,667138269671505920,2015-11-19 00:32:12,Twitter for iPhone,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10.0,10.0,None,None,4252.0,2004.0,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,west_highland_white_terrier
51,667152164079423490,2015-11-19 01:27:25,Twitter for iPhone,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,https://twitter.com/dog_rates/status/667152164079423490/photo/1,12.0,10.0,Pipsy,None,44454.0,15511.0,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,toy_poodle
52,667160273090932737,2015-11-19 01:59:39,Twitter for iPhone,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,https://twitter.com/dog_rates/status/667160273090932737/photo/1,11.0,10.0,Bradlay,None,237.0,56.0,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,golden_retriever
53,667165590075940865,2015-11-19 02:20:46,Twitter for iPhone,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,https://twitter.com/dog_rates/status/667165590075940865/photo/1,10.0,10.0,Churlie,None,2504.0,1035.0,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,miniature_pinscher
54,667171260800061440,2015-11-19 02:43:18,Twitter for iPhone,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10.0,10.0,Kenneth,None,203.0,77.0,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,giant_schnauzer
55,667174963120574464,2015-11-19 02:58:01,Twitter for iPhone,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",https://twitter.com/dog_rates/status/667174963120574464/photo/1,9.0,10.0,Clarence,None,230.0,72.0,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,toy_poodle
56,667176164155375616,2015-11-19 03:02:47,Twitter for iPhone,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,https://twitter.com/dog_rates/status/667176164155375616/photo/1,4.0,10.0,None,None,569.0,418.0,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,soft-coated_wheaten_terrier
57,667177989038297088,2015-11-19 03:10:02,Twitter for iPhone,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,https://twitter.com/dog_rates/status/667177989038297088/photo/1,8.0,10.0,a,None,178.0,50.0,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,vizsla
58,667182792070062081,2015-11-19 03:29:07,Twitter for iPhone,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,https://twitter.com/dog_rates/status/667182792070062081/photo/1,10.0,10.0,Timison,None,13311.0,5659.0,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,golden_retriever
59,667188689915760640,2015-11-19 03:52:34,Twitter for iPhone,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,https://twitter.com/dog_rates/status/667188689915760640/photo/1,10.0,10.0,None,None,692.0,364.0,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,unknown
60,667192066997374976,2015-11-19 04:05:59,Twitter for iPhone,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,https://twitter.com/dog_rates/status/667192066997374976/photo/1,12.0,10.0,None,None,356.0,90.0,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,rottweiler
61,667861340749471744,2015-11-21 00:25:26,Twitter for iPhone,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,https://twitter.com/dog_rates/status/667861340749471744/photo/1,9.0,10.0,a,None,230.0,74.0,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,malamute
62,667866724293877760,2015-11-21 00:46:50,Twitter for iPhone,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,https://twitter.com/dog_rates/status/667866724293877760/photo/1,10.0,10.0,Shaggy,None,2852.0,957.0,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,unknown
63,667873844930215936,2015-11-21 01:15:07,Twitter for iPhone,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,https://twitter.com/dog_rates/status/667873844930215936/photo/1,10.0,10.0,None,None,584.0,374.0,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,unknown
64,667878741721415682,2015-11-21 01:34:35,Twitter for iPhone,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,https://twitter.com/dog_rates/status/667878741721415682/photo/1,2.0,10.0,Tedrick,None,372.0,108.0,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,seat_belt
65,666701168228331520,2015-11-17 19:35:19,Twitter for iPhone,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,https://twitter.com/dog_rates/status/666701168228331520/photo/1,8.0,10.0,a,None,396.0,195.0,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,labrador_retriever
66,667885044254572545,2015-11-21 01:59:37,Twitter for iPhone,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,https://twitter.com/dog_rates/status/667885044254572545/photo/1,10.0,10.0,Stu,None,772.0,431.0,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,malamute
67,667886921285246976,2015-11-21 02:07:05,Twitter for iPhone,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,https://twitter.com/dog_rates/status/667886921285246976/photo/1,11.0,10.0,Erik,None,1745.0,990.0,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,pomeranian
68,667902449697558528,2015-11-21 03:08:47,Twitter for iPhone,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,https://twitter.com/dog_rates/status/667902449697558528/photo/1,9.0,10.0,Cleopatricia,None,806.0,351.0,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,norwegian_elkhound
69,667911425562669056,2015-11-21 03:44:27,Twitter for iPhone,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,https://twitter.com/dog_rates/status/667911425562669056/photo/1,5.0,10.0,None,None,459.0,271.0,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,unknown
70,667915453470232577,2015-11-21 04:00:28,Twitter for iPhone,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,https://twitter.com/dog_rates/status/667915453470232577/photo/1,10.0,10.0,Otis,None,197.0,51.0,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,leatherback_turtle
71,667924896115245057,2015-11-21 04:37:59,Twitter for iPhone,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,https://twitter.com/dog_rates/status/667924896115245057/photo/1,9.0,10.0,Jiminy,None,277.0,99.0,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,labrador_retriever
72,667937095915278337,2015-11-21 05:26:27,Twitter for iPhone,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,https://twitter.com/dog_rates/status/667937095915278337/photo/1,3.0,10.0,None,None,1166.0,736.0,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,unknown
73,668113020489474048,2015-11-21 17:05:31,Twitter for iPhone,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,https://twitter.com/dog_rates/status/668113020489474048/photo/1,6.0,10.0,Alfie,None,626.0,217.0,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,pembroke
74,668142349051129856,2015-11-21 19:02:04,Twitter for iPhone,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,https://twitter.com/dog_rates/status/668142349051129856/photo/1,2.0,10.0,None,None,541.0,259.0,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,unknown
75,668154635664932864,2015-11-21 19:50:53,Twitter for iPhone,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,https://twitter.com/dog_rates/status/668154635664932864/photo/1,9.0,10.0,None,None,466.0,288.0,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,unknown
